UF,Estado,Localidade,Faixa de CEP,CEP Inicial,CEP Final,Situação,Tipo de Faixa
RS,Rio Grande do Sul,Lajeado,95900-001 a 95914-999,95900001,95914999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Lajeado do Bugre,98320-000 a 98322-999,98320000,98322999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Lavras do Sul,97390-000 a 97399-999,97390000,97399999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Liberato Salzano,99690-000 a 99697-999,99690000,99697999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Lindolfo Collor,93940-000 a 93944-999,93940000,93944999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Linha Nova,95768-000 a 95769-999,95768000,95769999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Maçambará,97645-000 a 97649-999,97645000,97649999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Machadinho,99880-000 a 99889-999,99880000,99889999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Mampituba,95572-000 a 95574-999,95572000,95574999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Manoel Viana,97640-000 a 97644-999,97640000,97644999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Maquiné,95530-000 a 95534-999,95530000,95534999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Maratá,95793-000 a 95794-999,95793000,95794999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Marau,99150-000 a 99154-999,99150000,99154999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Marcelino Ramos,99800-000 a 99809-999,99800000,99809999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Mariana Pimentel,92900-000 a 92989-999,92900000,92989999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Mariano Moro,99790-000 a 99794-999,99790000,99794999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Marques de Souza,95923-000 a 95924-999,95923000,95924999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Mata,97410-000 a 97417-999,97410000,97417999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Mato Castelhano,99180-000 a 99189-999,99180000,99189999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Mato Leitão,95835-000 a 95839-999,95835000,95839999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Mato Queimado,97935-000 a 97939-999,97935000,97939999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Maximiliano de Almeida,99890-000 a 99894-999,99890000,99894999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Minas do Leão,96755-000 a 96759-999,96755000,96759999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Miraguaí,98540-000 a 98549-999,98540000,98549999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Montauri,99255-000 a 99259-999,99255000,99259999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Monte Alegre dos Campos,95236-000 a 95239-999,95236000,95239999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Monte Belo do Sul,95718-000 a 95719-999,95718000,95719999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Montenegro,95780-000 a 95782-999,95780000,95782999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Mormaço,99315-000 a 99319-999,99315000,99319999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Morrinhos do Sul,95577-000 a 95579-999,95577000,95579999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Morro Redondo,96150-000 a 96154-999,96150000,96154999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Morro Reuter,93990-000 a 93994-999,93990000,93994999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Mostardas,96270-000 a 96289-999,96270000,96289999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Muçum,95970-000 a 95971-999,95970000,95971999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Muitos Capões,95230-000 a 95235-999,95230000,95235999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Muliterno,99990-000 a 99999-999,99990000,99999999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Não-Me-Toque,99470-000 a 99489-999,99470000,99489999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nicolau Vergueiro,99175-000 a 99179-999,99175000,99179999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nonoai,99600-000 a 99604-999,99600000,99604999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Alvorada,95985-000 a 95989-999,95985000,95989999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Araçá,95350-000 a 95354-999,95350000,95354999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Bassano,95340-000 a 95344-999,95340000,95344999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Boa Vista,99580-000 a 99584-999,99580000,99584999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Bréscia,95950-000 a 95954-999,95950000,95954999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Candelária,98919-000 a 98919-999,98919000,98919999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Esperança do Sul,97770-000 a 97799-999,97770000,97799999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Hartz,93890-000 a 93899-999,93890000,93899999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Pádua,95275-000 a 95279-999,95275000,95279999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Palma,97250-000 a 97279-999,97250000,97279999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Petrópolis,95150-000 a 95165-999,95150000,95165999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Prata,95320-000 a 95324-999,95320000,95324999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Ramada,98758-000 a 98759-999,98758000,98759999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Roma do Sul,95260-000 a 95269-999,95260000,95269999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Nova Santa Rita,92480-000 a 92499-999,92480000,92499999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Novo Barreiro,98338-000 a 98339-999,98338000,98339999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Novo Cabrais,96545-000 a 96569-999,96545000,96569999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Novo Hamburgo,93300-001 a 93599-999,93300001,93599999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Novo Hamburgo,93300-001 a 93599-999,93300001,93599999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Novo Machado,98955-000 a 98957-999,98955000,98957999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Novo Tiradentes,98370-000 a 98379-999,98370000,98379999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Novo Xingu,99687-000 a 99689-999,99687000,99689999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Osório,95520-000 a 95529-999,95520000,95529999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Paim Filho,99850-000 a 99854-999,99850000,99854999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Palmares do Sul,95540-000 a 95551-999,95540000,95551999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Palmeira das Missões,98300-000 a 98319-999,98300000,98319999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Palmitinho,98430-000 a 98434-999,98430000,98434999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Panambi,98280-000 a 98289-999,98280000,98289999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pantano Grande,96690-000 a 96699-999,96690000,96699999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Paraí,95360-000 a 95364-999,95360000,95364999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Paraíso do Sul,96530-000 a 96534-999,96530000,96534999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pareci Novo,95783-000 a 95784-999,95783000,95784999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Parobé,95630-000 a 95649-999,95630000,95649999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Passa Sete,96908-000 a 96909-999,96908000,96909999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Passo do Sobrado,96685-000 a 96689-999,96685000,96689999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Passo Fundo,99000-001 a 99139-999,99000001,99139999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Passo Fundo,99000-001 a 99099-999,99000001,99099999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Paulo Bento,99718-000 a 99719-999,99718000,99719999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Paverama,95865-000 a 95869-999,95865000,95869999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pedras Altas,96487-000 a 96489-999,96487000,96489999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pedro Osório,96360-000 a 96394-999,96360000,96394999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pejuçara,98270-000 a 98279-999,98270000,98279999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pelotas,96000-001 a 96147-999,96000001,96147999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Pelotas,96000-001 a 96099-999,96000001,96099999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Picada Café,95166-000 a 95169-999,95166000,95169999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pinhal,98345-000 a 98349-999,98345000,98349999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pinhal da Serra,95390-000 a 95399-999,95390000,95399999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pinhal Grande,98150-000 a 98159-999,98150000,98159999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pinheirinho do Vale,98435-000 a 98439-999,98435000,98439999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pinheiro Machado,96470-000 a 96486-999,96470000,96486999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pinto Bandeira,95717-000 a 95717-999,95717000,95717999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pirapó,97885-000 a 97899-999,97885000,97899999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Piratini,96490-000 a 96494-999,96490000,96494999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Planalto,98470-000 a 98479-999,98470000,98479999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Poço das Antas,95740-000 a 95744-999,95740000,95744999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pontão,99190-000 a 99199-999,99190000,99199999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Ponte Preta,99735-000 a 99739-999,99735000,99739999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Portão,93180-000 a 93199-999,93180000,93199999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Porto Alegre,90000-001 a 91999-999,90000001,91999999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Porto Alegre,90000-001 a 91999-999,90000001,91999999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Porto Lucena,98980-000 a 98984-999,98980000,98984999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Porto Mauá,98947-000 a 98949-999,98947000,98949999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Porto Vera Cruz,98985-000 a 98994-999,98985000,98994999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Porto Xavier,98995-000 a 98999-999,98995000,98999999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Pouso Novo,95945-000 a 95947-999,95945000,95947999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Presidente Lucena,93945-000 a 93949-999,93945000,93949999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Progresso,95925-000 a 95929-999,95925000,95929999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Protásio Alves,95345-000 a 95349-999,95345000,95349999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Putinga,95975-000 a 95979-999,95975000,95979999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Quaraí,97560-000 a 97569-999,97560000,97569999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Quatro Irmãos,99720-000 a 99724-999,99720000,99724999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Quevedos,98140-000 a 98149-999,98140000,98149999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Quinze de Novembro,98230-000 a 98239-999,98230000,98239999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Redentora,98550-000 a 98559-999,98550000,98559999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Relvado,95965-000 a 95966-999,95965000,95966999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Restinga Seca,97200-000 a 97209-999,97200000,97209999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Rio dos Índios,99610-000 a 99614-999,99610000,99614999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Rio Grande,96200-001 a 96224-999,96200001,96224999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Rio Grande,96200-001 a 96224-999,96200001,96224999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Rio Pardo,96640-000 a 96684-999,96640000,96684999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Riozinho,95695-000 a 95699-999,95695000,95699999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Roca Sales,95735-000 a 95739-999,95735000,95739999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Rodeio Bonito,98360-000 a 98367-999,98360000,98367999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Rolador,97843-000 a 97844-999,97843000,97844999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Rolante,95690-000 a 95694-999,95690000,95694999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Ronda Alta,99670-000 a 99674-999,99670000,99674999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Rondinha,99590-000 a 99599-999,99590000,99599999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Roque Gonzales,97970-000 a 97979-999,97970000,97979999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Rosário do Sul,97590-000 a 97609-999,97590000,97609999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sagrada Família,98330-000 a 98334-999,98330000,98334999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Saldanha Marinho,98250-000 a 98269-999,98250000,98269999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Salto do Jacuí,99440-000 a 99449-999,99440000,99449999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Salvador das Missões,97940-000 a 97949-999,97940000,97949999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Salvador do Sul,95750-000 a 95754-999,95750000,95754999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sananduva,99840-000 a 99849-999,99840000,99849999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santa Bárbara do Sul,98240-000 a 98249-999,98240000,98249999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santa Cecília do Sul,99952-000 a 99954-999,99952000,99954999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santa Clara do Sul,95915-000 a 95917-999,95915000,95917999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santa Cruz do Sul,96800-001 a 96874-999,96800001,96874999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Santa Cruz do Sul,96800-001 a 96849-999,96800001,96849999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Santa Margarida do Sul,97335-000 a 97339-999,97335000,97339999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santa Maria,97000-001 a 97179-999,97000001,97179999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Santa Maria,97000-001 a 97119-999,97000001,97119999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Santa Maria do Herval,93995-000 a 93999-999,93995000,93999999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santa Rosa,98780-001 a 98799-999,98780001,98799999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Santa Rosa,98780-001 a 98797-999,98780001,98797999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Santa Tereza,95715-000 a 95716-999,95715000,95716999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santa Vitória do Palmar,96230-000 a 96254-999,96230000,96254999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santana da Boa Vista,96590-000 a 96599-999,96590000,96599999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santana do Livramento,97570-001 a 97589-999,97570001,97589999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Santana do Livramento,97570-001 a 97584-999,97570001,97584999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Santiago,97700-000 a 97752-999,97700000,97752999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santo Ângelo,98800-001 a 98849-999,98800001,98849999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Santo Ângelo,98800-001 a 98824-999,98800001,98824999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Santo Antônio da Patrulha,95500-000 a 95514-999,95500000,95514999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santo Antônio das Missões,97870-000 a 97879-999,97870000,97879999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santo Antônio do Palma,99265-000 a 99269-999,99265000,99269999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santo Antônio do Planalto,99525-000 a 99527-999,99525000,99527999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santo Augusto,98590-000 a 98594-999,98590000,98594999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santo Cristo,98960-000 a 98969-999,98960000,98969999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Santo Expedito do Sul,99895-000 a 99899-999,99895000,99899999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Borja,97670-000 a 97684-999,97670000,97684999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Domingos do Sul,99270-000 a 99289-999,99270000,99289999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Francisco de Assis,97610-000 a 97639-999,97610000,97639999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Francisco de Paula,95400-000 a 95419-999,95400000,95419999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Gabriel,97300-000 a 97334-999,97300000,97334999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,São Gabriel,97300-001 a 97315-999,97300001,97315999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,São Jerônimo,96700-000 a 96734-999,96700000,96734999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São João da Urtiga,99855-000 a 99859-999,99855000,99859999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São João do Polêsine,97230-000 a 97249-999,97230000,97249999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Jorge,95365-000 a 95369-999,95365000,95369999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São José das Missões,98325-000 a 98329-999,98325000,98329999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São José do Herval,99380-000 a 99399-999,99380000,99399999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São José do Hortêncio,95755-000 a 95757-999,95755000,95757999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São José do Inhacorá,98958-000 a 98959-999,98958000,98959999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São José do Norte,96225-000 a 96229-999,96225000,96229999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São José do Ouro,99870-000 a 99877-999,99870000,99877999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São José do Sul,95748-000 a 95749-999,95748000,95749999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São José dos Ausentes,95280-000 a 95289-999,95280000,95289999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Leopoldo,93000-001 a 93179-999,93000001,93179999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,São Leopoldo,93000-001 a 93179-999,93000001,93179999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,São Lourenço do Sul,96170-000 a 96177-999,96170000,96177999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Luiz Gonzaga,97800-000 a 97842-999,97800000,97842999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Marcos,95190-000 a 95199-999,95190000,95199999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Martinho,98690-000 a 98699-999,98690000,98699999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Martinho da Serra,97190-000 a 97194-999,97190000,97194999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Miguel das Missões,98865-000 a 98869-999,98865000,98869999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Nicolau,97880-000 a 97884-999,97880000,97884999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Paulo das Missões,97980-000 a 97999-999,97980000,97999999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Pedro da Serra,95758-000 a 95759-999,95758000,95759999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Pedro das Missões,98323-000 a 98324-999,98323000,98324999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Pedro do Butiá,97920-000 a 97929-999,97920000,97929999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Pedro do Sul,97400-000 a 97409-999,97400000,97409999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Sebastião do Caí,95760-000 a 95764-999,95760000,95764999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Sepé,97340-000 a 97384-999,97340000,97384999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Valentim,99640-000 a 99644-999,99640000,99644999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Valentim do Sul,99240-000 a 99249-999,99240000,99249999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Valério do Sul,98595-000 a 98599-999,98595000,98599999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Vendelino,95795-000 a 95799-999,95795000,95799999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,São Vicente do Sul,97420-000 a 97449-999,97420000,97449999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sapiranga,93800-001 a 93879-999,93800001,93879999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Sapiranga,93800-001 a 93824-999,93800001,93824999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Sapucaia do Sul,93200-001 a 93249-999,93200001,93249999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Sapucaia do Sul,93200-001 a 93249-999,93200001,93249999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Sarandi,99560-000 a 99579-999,99560000,99579999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Seberi,98380-000 a 98384-999,98380000,98384999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sede Nova,98675-000 a 98679-999,98675000,98679999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Segredo,96910-000 a 96919-999,96910000,96919999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Selbach,99450-000 a 99456-999,99450000,99456999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Senador Salgado Filho,98895-000 a 98897-999,98895000,98897999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sentinela do Sul,96765-000 a 96769-999,96765000,96769999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Serafina Corrêa,99250-000 a 99254-999,99250000,99254999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sério,95918-000 a 95919-999,95918000,95919999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sertão,99170-000 a 99174-999,99170000,99174999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sertão Santana,92850-000 a 92899-999,92850000,92899999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sete de Setembro,97960-000 a 97969-999,97960000,97969999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Severiano de Almeida,99810-000 a 99819-999,99810000,99819999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Silveira Martins,97195-000 a 97199-999,97195000,97199999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sinimbu,96890-000 a 96899-999,96890000,96899999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Sobradinho,96900-000 a 96907-999,96900000,96907999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Soledade,99300-000 a 99314-999,99300000,99314999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tabaí,95863-000 a 95864-999,95863000,95864999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tapejara,99950-000 a 99951-999,99950000,99951999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tapera,99490-000 a 99494-999,99490000,99494999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tapes,96760-000 a 96764-999,96760000,96764999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Taquara,95600-001 a 95624-999,95600001,95624999,Codificado por logradouros,Total do município
RS,Rio Grande do Sul,Taquara,95600-001 a 95613-999,95600001,95613999,Codificada por logradouros,Exclusiva da sede urbana
RS,Rio Grande do Sul,Taquari,95860-000 a 95862-999,95860000,95862999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Taquaruçu do Sul,98410-000 a 98414-999,98410000,98414999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tavares,96290-000 a 96299-999,96290000,96299999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tenente Portela,98500-000 a 98527-999,98500000,98527999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Terra de Areia,95535-000 a 95537-999,95535000,95537999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Teutônia,95890-000 a 95892-999,95890000,95892999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tio Hugo,99345-000 a 99349-999,99345000,99349999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tiradentes do Sul,98680-000 a 98689-999,98680000,98689999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Toropi,97418-000 a 97419-999,97418000,97419999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Torres,95560-000 a 95567-999,95560000,95567999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Tramandaí,95590-000 a 95594-999,95590000,95594999,Não codificada por logradouros,Total do município
RS,Rio Grande do Sul,Travesseiro,95948-000 a 95949-999,95948000,95949999,Não codificada por logradouros,Total do município
